cliente_id,tipo_cliente,cluster,riesgo_0_100,rating_estrellas,rating_label,por_que_rating,por_que_cluster,sector_dominante_modal,n_facturas_total,n_cortes_total
CLI0161,Clientes recurrentes de comportamiento general,0,50.86,3,3 estrellas,promesas rotas | bajo cumplimiento de promesas | disputas activas | baja contactabilidad,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,24,67
CLI0144,Clientes recurrentes de comportamiento general,0,50.9,3,3 estrellas,moras consecutivas | mora historica | mora reciente | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,7,22
CLI0107,Clientes recurrentes de comportamiento general,0,51.38,3,3 estrellas,moras consecutivas | mora historica | baja contactabilidad | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,34,101
CLI0049,Clientes recurrentes de comportamiento general,0,51.72,3,3 estrellas,moras consecutivas | mora historica | baja contactabilidad | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,27,75
CLI0150,Clientes de alto riesgo operativo,2,52.07,3,3 estrellas,moras consecutivas | mora historica | mora reciente | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: moras consecutivas prom. | moras consecutivas total | cliente nuevo prom. | mora ultimo tramo prom.,transporte,7,32
CLI0066,Clientes recurrentes de comportamiento general,0,52.39,3,3 estrellas,promesas rotas | bajo cumplimiento de promesas | bajo cumplimiento historico | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,46,154
CLI0137,Clientes de alto riesgo operativo,2,53.23,3,3 estrellas,moras consecutivas | mora reciente | friccion de contacto | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: moras consecutivas prom. | moras consecutivas total | cliente nuevo prom. | mora ultimo tramo prom.,transporte,20,61
CLI0178,Clientes recurrentes de comportamiento general,0,53.4,3,3 estrellas,promesas rotas | moras consecutivas | bajo cumplimiento de promesas | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,10,40
CLI0167,Clientes recurrentes de comportamiento general,0,53.42,3,3 estrellas,promesas rotas | bajo cumplimiento de promesas | friccion de contacto | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,42,130
CLI0185,Clientes recurrentes de comportamiento general,0,53.51,3,3 estrellas,promesas rotas | bajo cumplimiento de promesas | moras consecutivas | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,29,88
CLI0126,Clientes recurrentes de comportamiento general,0,53.87,3,3 estrellas,bajo cumplimiento historico | mora historica | mora reciente | moras consecutivas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,46,166
CLI0163,Clientes recurrentes de comportamiento general,0,53.87,3,3 estrellas,dias de mora observables | baja contactabilidad | bajo cumplimiento historico | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,47,195
CLI0018,Clientes recurrentes de comportamiento general,0,54.1,3,3 estrellas,bajo cumplimiento historico | friccion de contacto | mora historica | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,tecnologia,45,155
CLI0082,Clientes recurrentes de comportamiento general,0,54.18,3,3 estrellas,bajo cumplimiento historico | mora historica | mora reciente | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,35,145
CLI0055,Clientes recurrentes de comportamiento general,0,54.56,3,3 estrellas,bajo cumplimiento de promesas | promesas rotas | mora reciente | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,40,151
CLI0060,Clientes recurrentes de comportamiento general,0,54.99,3,3 estrellas,mora historica | bajo cumplimiento historico | dias de mora observables | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,34,140
CLI0037,Clientes recurrentes de comportamiento general,0,55.31,3,3 estrellas,bajo cumplimiento historico | moras consecutivas | mora historica | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,46,168
CLI0115,Clientes recurrentes de comportamiento general,0,55.77,3,3 estrellas,mora reciente | mora historica | bajo cumplimiento historico | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,36,153
CLI0009,Clientes recurrentes de comportamiento general,0,56.44,3,3 estrellas,promesas rotas | bajo cumplimiento de promesas | mora historica | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,39,142
CLI0040,Clientes recurrentes de comportamiento general,0,56.79,3,3 estrellas,bajo cumplimiento historico | mora historica | mora reciente | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,28,106
CLI0136,Clientes recurrentes de comportamiento general,0,57.14,3,3 estrellas,bajo cumplimiento historico | bajo cumplimiento de promesas | promesas rotas | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,38,151
CLI0162,Clientes recurrentes de comportamiento general,0,57.43,3,3 estrellas,mora reciente | bajo cumplimiento historico | mora historica | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,30,127
CLI0048,Clientes de alto riesgo operativo,2,57.99,3,3 estrellas,moras consecutivas | bajo cumplimiento historico | mora historica | promesas rotas,Cercania al centroide del grupo; variables distintivas: moras consecutivas prom. | moras consecutivas total | cliente nuevo prom. | mora ultimo tramo prom.,servicios,29,101
CLI0019,Clientes recurrentes de comportamiento general,0,58.25,3,3 estrellas,bajo cumplimiento de promesas | mora historica | promesas rotas | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,24,95
CLI0028,Clientes recurrentes de comportamiento general,0,58.48,3,3 estrellas,moras consecutivas | bajo cumplimiento historico | mora historica | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,12,40
CLI0089,Clientes recurrentes de comportamiento general,0,58.81,3,3 estrellas,moras consecutivas | dias de mora observables | mora reciente | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,9,49
CLI0094,Clientes recurrentes de comportamiento general,0,59.13,3,3 estrellas,friccion de contacto | bajo cumplimiento historico | mora reciente | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,23,84
CLI0065,Clientes recurrentes de comportamiento general,0,59.98,3,3 estrellas,promesas rotas | bajo cumplimiento de promesas | friccion de contacto | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,31,97
CLI0124,Clientes atipicos de bajo volumen,1,20.03,4,4 estrellas,promesas rotas | bajo cumplimiento de promesas | friccion de contacto | moras consecutivas,Cercania al centroide del grupo; variables distintivas: condicion dias max. | dias hasta vence max. | cliente nuevo prom. | dias desde ultima gestion max.,tecnologia,5,10
CLI0080,Clientes recurrentes de comportamiento general,0,20.69,4,4 estrellas,baja contactabilidad | moras consecutivas | friccion de contacto | disputas activas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,33,60
CLI0030,Clientes recurrentes de comportamiento general,0,21.25,4,4 estrellas,moras consecutivas | baja contactabilidad | dias de mora observables | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,21,36
CLI0101,Clientes recurrentes de comportamiento general,0,22.37,4,4 estrellas,moras consecutivas | baja contactabilidad | disputas activas | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,22,39
CLI0168,Clientes recurrentes de comportamiento general,0,22.37,4,4 estrellas,promesas rotas | bajo cumplimiento de promesas | mora reciente | baja contactabilidad,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,tecnologia,40,75
CLI0118,Clientes recurrentes de comportamiento general,0,22.48,4,4 estrellas,baja contactabilidad | friccion de contacto | moras consecutivas | no contestacion,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,36,60
CLI0014,Clientes recurrentes de comportamiento general,0,22.58,4,4 estrellas,dias de mora observables | mora reciente | promesas rotas | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,20,39
CLI0176,Clientes recurrentes de comportamiento general,0,23.04,4,4 estrellas,mora historica | mora reciente | bajo cumplimiento historico | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,30,62
CLI0015,Clientes recurrentes de comportamiento general,0,23.27,4,4 estrellas,baja contactabilidad | friccion de contacto | moras consecutivas | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,41,82
CLI0111,Clientes recurrentes de comportamiento general,0,23.66,4,4 estrellas,moras consecutivas | bajo cumplimiento historico | disputas activas | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,tecnologia,11,25
CLI0123,Clientes recurrentes de comportamiento general,0,23.99,4,4 estrellas,moras consecutivas | dias de mora observables | mora reciente | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,18,38
CLI0110,Clientes recurrentes de comportamiento general,0,24.55,4,4 estrellas,friccion de contacto | baja contactabilidad | promesas rotas | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,44,71
CLI0129,Clientes recurrentes de comportamiento general,0,25.15,4,4 estrellas,moras consecutivas | baja contactabilidad | mora reciente | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,tecnologia,21,41
CLI0058,Clientes recurrentes de comportamiento general,0,25.49,4,4 estrellas,baja contactabilidad | promesas rotas | bajo cumplimiento de promesas | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,46,83
CLI0182,Clientes recurrentes de comportamiento general,0,25.61,4,4 estrellas,promesas rotas | bajo cumplimiento de promesas | dias de mora observables | moras consecutivas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,41,82
CLI0073,Clientes recurrentes de comportamiento general,0,26.45,4,4 estrellas,moras consecutivas | mora reciente | bajo cumplimiento historico | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,48,115
CLI0027,Clientes recurrentes de comportamiento general,0,27.2,4,4 estrellas,moras consecutivas | promesas rotas | bajo cumplimiento de promesas | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,21,39
CLI0100,Clientes recurrentes de comportamiento general,0,27.3,4,4 estrellas,baja contactabilidad | bajo cumplimiento historico | mora reciente | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,29,57
CLI0043,Clientes recurrentes de comportamiento general,0,27.45,4,4 estrellas,moras consecutivas | baja contactabilidad | dias de mora observables | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,22,48
CLI0190,Clientes recurrentes de comportamiento general,0,27.8,4,4 estrellas,friccion de contacto | baja contactabilidad | dias de mora observables | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,35,72
CLI0022,Clientes recurrentes de comportamiento general,0,27.89,4,4 estrellas,baja contactabilidad | friccion de contacto | mora historica | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,14,29
CLI0078,Clientes recurrentes de comportamiento general,0,28.13,4,4 estrellas,baja contactabilidad | mora reciente | dias de mora observables | disputas activas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,45,99
CLI0006,Clientes recurrentes de comportamiento general,0,28.19,4,4 estrellas,dias de mora observables | disputas activas | promesas rotas | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,42,98
CLI0180,Clientes recurrentes de comportamiento general,0,28.34,4,4 estrellas,mora reciente | dias de mora observables | no contestacion | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,11,23
CLI0146,Clientes recurrentes de comportamiento general,0,28.86,4,4 estrellas,mora reciente | baja contactabilidad | mora historica | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,14,31
CLI0059,Clientes recurrentes de comportamiento general,0,28.93,4,4 estrellas,moras consecutivas | promesas rotas | bajo cumplimiento de promesas | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,24,47
CLI0175,Clientes recurrentes de comportamiento general,0,29.04,4,4 estrellas,promesas rotas | bajo cumplimiento de promesas | bajo cumplimiento historico | moras consecutivas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,16,28
CLI0112,Clientes de alto riesgo operativo,2,29.42,4,4 estrellas,moras consecutivas | mora reciente | bajo cumplimiento historico | mora historica,Cercania al centroide del grupo; variables distintivas: moras consecutivas prom. | moras consecutivas total | cliente nuevo prom. | mora ultimo tramo prom.,construccion,5,13
CLI0164,Clientes recurrentes de comportamiento general,0,29.47,4,4 estrellas,dias de mora observables | mora historica | bajo cumplimiento de promesas | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,tecnologia,32,83
CLI0165,Clientes recurrentes de comportamiento general,0,29.56,4,4 estrellas,baja contactabilidad | friccion de contacto | bajo cumplimiento historico | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,36,74
CLI0104,Clientes recurrentes de comportamiento general,0,30.14,4,4 estrellas,moras consecutivas | baja contactabilidad | bajo cumplimiento historico | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,tecnologia,6,12
CLI0134,Clientes recurrentes de comportamiento general,0,32.14,4,4 estrellas,friccion de contacto | promesas rotas | bajo cumplimiento de promesas | no contestacion,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,25,58
CLI0173,Clientes recurrentes de comportamiento general,0,33.52,4,4 estrellas,moras consecutivas | mora reciente | baja contactabilidad | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,8,20
CLI0017,Clientes recurrentes de comportamiento general,0,33.59,4,4 estrellas,dias de mora observables | disputas activas | mora historica | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,13,39
CLI0057,Clientes recurrentes de comportamiento general,0,34.28,4,4 estrellas,disputas activas | baja contactabilidad | friccion de contacto | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,25,46
CLI0098,Clientes recurrentes de comportamiento general,0,34.75,4,4 estrellas,promesas rotas | bajo cumplimiento de promesas | bajo cumplimiento historico | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,23,62
CLI0007,Clientes recurrentes de comportamiento general,0,35.48,4,4 estrellas,moras consecutivas | mora historica | mora reciente | disputas activas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,23,65
CLI0191,Clientes recurrentes de comportamiento general,0,36.08,4,4 estrellas,moras consecutivas | mora historica | bajo cumplimiento historico | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,tecnologia,31,74
CLI0189,Clientes recurrentes de comportamiento general,0,37.13,4,4 estrellas,moras consecutivas | friccion de contacto | no contestacion | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,19,53
CLI0023,Clientes recurrentes de comportamiento general,0,37.71,4,4 estrellas,friccion de contacto | promesas rotas | bajo cumplimiento de promesas | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,19,48
CLI0120,Clientes recurrentes de comportamiento general,0,37.9,4,4 estrellas,friccion de contacto | mora historica | mora reciente | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,45,112
CLI0031,Clientes recurrentes de comportamiento general,0,38.12,4,4 estrellas,promesas rotas | bajo cumplimiento de promesas | baja contactabilidad | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,19,41
CLI0143,Clientes recurrentes de comportamiento general,0,39.59,4,4 estrellas,promesas rotas | bajo cumplimiento de promesas | dias de mora observables | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,40,108
CLI0106,Clientes recurrentes de comportamiento general,0,7.3,5,5 estrellas,moras consecutivas | promesas rotas | bajo cumplimiento de promesas | baja contactabilidad,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,12,17
CLI0091,Clientes recurrentes de comportamiento general,0,7.33,5,5 estrellas,moras consecutivas | promesas rotas | bajo cumplimiento de promesas | poco margen preventivo antes de vencer,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,9,15
CLI0109,Clientes recurrentes de comportamiento general,0,7.98,5,5 estrellas,moras consecutivas | disputas activas | promesas rotas | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,14,19
CLI0149,Clientes recurrentes de comportamiento general,0,11.24,5,5 estrellas,moras consecutivas | disputas activas | dias de mora observables | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,31,53
CLI0038,Clientes recurrentes de comportamiento general,0,11.53,5,5 estrellas,moras consecutivas | promesas rotas | mora reciente | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,29,51
CLI0016,Clientes recurrentes de comportamiento general,0,11.55,5,5 estrellas,moras consecutivas | disputas activas | promesas rotas | bajo cumplimiento de promesas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,25,36
CLI0133,Clientes recurrentes de comportamiento general,0,13.12,5,5 estrellas,friccion de contacto | moras consecutivas | baja contactabilidad | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,31,44
CLI0172,Clientes recurrentes de comportamiento general,0,13.59,5,5 estrellas,baja contactabilidad | moras consecutivas | promesas rotas | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,5,8
CLI0033,Clientes recurrentes de comportamiento general,0,14.13,5,5 estrellas,friccion de contacto | moras consecutivas | baja contactabilidad | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,28,45
CLI0125,Clientes recurrentes de comportamiento general,0,15.25,5,5 estrellas,baja contactabilidad | friccion de contacto | moras consecutivas | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,20,30
CLI0174,Clientes recurrentes de comportamiento general,0,15.33,5,5 estrellas,baja contactabilidad | friccion de contacto | moras consecutivas | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,9,12
CLI0011,Clientes recurrentes de comportamiento general,0,15.56,5,5 estrellas,promesas rotas | bajo cumplimiento de promesas | moras consecutivas | mora reciente,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,25,41
CLI0147,Clientes recurrentes de comportamiento general,0,16.09,5,5 estrellas,mora historica | moras consecutivas | dias de mora observables | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,7,17
CLI0152,Clientes recurrentes de comportamiento general,0,16.23,5,5 estrellas,baja contactabilidad | moras consecutivas | disputas activas | dias de mora observables,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,28,41
CLI0067,Clientes recurrentes de comportamiento general,0,16.45,5,5 estrellas,moras consecutivas | bajo cumplimiento historico | disputas activas | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,15,28
CLI0041,Clientes recurrentes de comportamiento general,0,16.81,5,5 estrellas,baja contactabilidad | moras consecutivas | dias de mora observables | friccion de contacto,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,25,47
CLI0159,Clientes recurrentes de comportamiento general,0,17.08,5,5 estrellas,baja contactabilidad | friccion de contacto | moras consecutivas | promesas rotas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,salud,14,21
CLI0072,Clientes recurrentes de comportamiento general,0,17.43,5,5 estrellas,friccion de contacto | moras consecutivas | no contestacion | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,27,52
CLI0169,Clientes recurrentes de comportamiento general,0,17.53,5,5 estrellas,moras consecutivas | dias de mora observables | bajo cumplimiento historico | baja contactabilidad,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,42,79
CLI0099,Clientes recurrentes de comportamiento general,0,18.0,5,5 estrellas,bajo cumplimiento historico | moras consecutivas | mora reciente | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,30,51
CLI0050,Clientes recurrentes de comportamiento general,0,18.05,5,5 estrellas,dias de mora observables | baja contactabilidad | moras consecutivas | facturas vencidas al corte,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,construccion,27,55
CLI0032,Clientes recurrentes de comportamiento general,0,18.55,5,5 estrellas,bajo cumplimiento de promesas | promesas rotas | moras consecutivas | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,servicios,41,71
CLI0069,Clientes recurrentes de comportamiento general,0,18.78,5,5 estrellas,promesas rotas | bajo cumplimiento de promesas | moras consecutivas | bajo cumplimiento historico,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,40,77
CLI0156,Clientes recurrentes de comportamiento general,0,18.87,5,5 estrellas,baja contactabilidad | bajo cumplimiento historico | moras consecutivas | mora historica,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,manufactura,20,33
CLI0153,Clientes recurrentes de comportamiento general,0,18.92,5,5 estrellas,baja contactabilidad | bajo cumplimiento historico | friccion de contacto | moras consecutivas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,transporte,23,36
CLI0084,Clientes recurrentes de comportamiento general,0,19.34,5,5 estrellas,friccion de contacto | disputas activas | no contestacion | moras consecutivas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,agro,27,44
CLI0005,Clientes recurrentes de comportamiento general,0,19.91,5,5 estrellas,baja contactabilidad | dias de mora observables | moras consecutivas | disputas activas,Cercania al centroide del grupo; variables distintivas: dias mora observable max. | moras consecutivas prom. | moras consecutivas total | ratio monto max.,retail,47,90
CLI0194,Clientes atipicos de bajo volumen,1,19.91,5,5 estrellas,friccion de contacto | no contestacion | moras consecutivas | mora reciente,Cercania al centroide del grupo; variables distintivas: condicion dias max. | dias hasta vence max. | cliente nuevo prom. | dias desde ultima gestion max.,tecnologia,6,11
